file name,WER
phil_plait_how_to_defend_earth_from_asteroids,0.089243959
bjarke_ingels_3_warp_speed_architecture_tales,0.089036545
dorie_clark_the_real_reason_you_feel_so_busy_and_what_to_do_about_it,0.087040619
gowri_shankar_a_king_cobra_bite_and_a_scientific_discovery,0.086369771
kayla_wolf_ugly_history_the_spanish_inquisition,0.086350975
zahra_biabani_the_eco_creators_helping_the_climate_through_social_media,0.084803256
nancy_frates_meet_the_mom_who_started_the_ice_bucket_challenge,0.08423586
ajit_narayanan_a_word_game_to_communicate_in_any_language,0.083779648
susan_freitas_and_darren_parker_how_does_this_all_female_species_reproduce,0.083573487
gareth_thomas_how_to_tackle_the_stigma_of_living_with_hiv,0.083483483
danit_peleg_forget_shopping_soon_you_ll_download_your_new_clothes,0.083086053
luvvie_ajayi_jones_get_comfortable_with_being_uncomfortable,0.082653616
shai_reshef_an_ultra_low_cost_college_degree,0.08254717
alex_rosenthal_the_train_heist_think_like_a_coder_ep_4,0.082397004
dan_harris_the_benefits_of_not_being_a_jerk_to_yourself,0.081830791
daniel_finkel_can_you_solve_the_time_traveling_car_riddle,0.081779053
douglas_maclean_ethical_dilemma_what_makes_life_worth_living,0.080409357
andres_lozano_parkinson_s_depression_and_the_switch_that_might_turn_them_off,0.079255686
thomas_w_cronin_which_animal_has_the_best_eyesight,0.079069767
taken_for_granted_brene_brown_on_what_vulnerability_isn_t,0.078778364
ellen_t_hoen_pool_medical_patents_save_lives,0.0784604
conrad_wolfram_teaching_kids_real_math_with_computers,0.07761297
melody_smith_how_bones_make_blood,0.077372263
lana_mazahreh_3_thoughtful_ways_to_conserve_water,0.076038339
ozawa_bineshi_albert_climate_action_needs_new_frontline_leadership,0.075804777
wanuri_kahiu_fun_fierce_and_fantastical_african_art,0.075617284
noelle_martin_online_predators_spread_fake_porn_of_me_here_s_how_i_fought_back,0.074840764
halla_tomasdottir_use_your_voice_vote_and_wallet_for_climate_action,0.074762316
rebeca_hwang_the_power_of_diversity_within_yourself,0.074544013
freeman_dyson_let_s_look_for_life_in_the_outer_solar_system,0.073724008
dalia_mogahed_what_it_s_like_to_be_muslim_in_america,0.072709646
alua_arthur_why_thinking_about_death_helps_you_live_a_better_life,0.07256583
john_doerr_and_ryan_panchadsaram_an_action_plan_for_solving_the_climate_crisis,0.072347267
elizabeth_cox_what_is_a_coronavirus,0.072150072
reshma_saujani_teach_girls_bravery_not_perfection,0.071978022
iseult_gillespie_the_myth_of_narcissus_and_echo,0.071884984
eleni_myrivili_a_3_part_plan_to_take_on_extreme_heat_waves,0.070594775
martin_seligman_the_new_era_of_positive_psychology,0.070483226
zach_king_the_trick_to_regaining_your_childlike_wonder,0.070244672
ryan_phelan_the_intended_consequences_of_helping_nature_thrive,0.070243902
diana_sierra_becerra_the_rebel_radio_that_brought_down_a_war_criminal,0.069677419
robin_morgan_4_powerful_poems_about_parkinson_s_and_growing_older,0.068731118
werner_reich_how_the_magic_of_kindness_helped_me_survive_the_holocaust,0.068218299
matthew_a_wilson_the_health_benefits_of_clowning_around,0.067530065
hanako_sawada_the_secrets_of_the_world_s_most_famous_symphony,0.067484663
lb_hannahs_what_it_s_like_to_be_a_transgender_dad,0.067311412
jonathan_j_o_sullivan_and_grace_e_cunningham_which_type_of_milk_is_best_for_you,0.067031464
teresa_njoroge_what_i_learned_serving_time_for_a_crime_i_didn_t_commit,0.066189624
lisa_margonelli_the_political_chemistry_of_oil,0.065412446
esta_soler_how_we_turned_the_tide_on_domestic_violence_hint_the_polaroid_helped,0.063553826
taryn_simon_photographs_of_secret_sites,0.063549161
sarah_bergbreiter_why_i_make_robots_the_size_of_a_grain_of_rice,0.063336307
rod_phillips_what_happened_when_the_united_states_tried_to_ban_alcohol,0.063253012
siegfried_woldhek_the_search_for_the_true_face_of_leonardo,0.063157895
elizabeth_white_an_honest_look_at_the_personal_finance_crisis,0.061632653
skylar_tibbits_can_we_make_things_that_make_themselves,0.061010486
iain_hutchison_saving_faces_a_facial_surgeon_s_craft,0.060998152
fabien_cousteau_what_i_learned_from_spending_31_days_underwater,0.060662914
yeyoon_kim_what_kids_can_teach_adults_about_asking_for_help,0.060606061
john_mcwhorter_txtng_is_killing_language_jk,0.060099413
leslie_t_chang_the_voices_of_china_s_workers,0.059401709
mia_birdsong_the_story_we_tell_about_poverty_isn_t_true,0.059117781
celina_de_sola_mental_health_care_that_disrupts_cycles_of_violence,0.05907173
bektour_iskender_the_crime_fighting_power_of_cross_border_investigative_journalism,0.058909091
jayashri_maathaa_a_magical_mantra_for_nurturing_a_blissful_life,0.057569296
erik_brynjolfsson_the_key_to_growth_race_with_the_machines,0.056890013
tiana_epps_johnson_what_s_needed_to_bring_the_us_voting_system_into_the_21st_century,0.056866304
dena_simmons_how_students_of_color_confront_impostor_syndrome,0.056390977
lyla_latif_the_true_cost_of_gold,0.056379822
sara_sanford_how_to_design_gender_bias_out_of_your_workplace,0.055721989
alexander_wagner_what_really_motivates_people_to_be_honest_in_business,0.05561277
sally_kohn_what_we_can_do_about_the_culture_of_hate,0.055361813
george_monbiot_can_we_feed_ourselves_without_devouring_the_planet,0.055097837
tasos_frantzolas_everything_you_hear_on_film_is_a_lie,0.055019853
dan_berkenstock_the_world_is_one_big_dataset_now_how_to_photograph_it,0.054785894
kevin_briggs_the_bridge_between_suicide_and_life,0.054298643
hector_lanz_how_do_focus_groups_work,0.053191489
joe_lassiter_we_need_nuclear_power_to_solve_climate_change,0.05257732
manish_bhardwaj_a_moral_blueprint_for_reimagining_capitalism,0.05254332
emmanuel_during_what_causes_sleepwalking,0.05229794
todd_humphreys_how_to_fool_a_gps,0.051870748
brian_greene_is_our_universe_the_only_universe,0.051621026
jessica_green_are_we_filtering_the_wrong_microbes,0.049608355
james_beacham_how_we_explore_unanswered_questions_in_physics,0.049139017
julia_dhar_how_to_disagree_productively_and_find_common_ground,0.048985651
mike_brown_the_search_for_our_solar_system_s_ninth_planet,0.048725972
andrew_zimmerman_jones_does_time_exist,0.04826546
alex_gendler_how_tsunamis_work,0.048237477
nita_farahany_your_right_to_mental_privacy_in_the_age_of_brain_sensing_tech,0.047676524
emma_marris_are_wild_animals_really_wild,0.047143428
alyson_mcgregor_why_medicine_often_has_dangerous_side_effects_for_women,0.047139831
katrina_spade_when_i_die_recompose_me,0.046992481
joseph_nye_global_power_shifts,0.046130385
jen_gunter_can_exercise_actually_boost_your_metabolism,0.045454545
alejandro_duran_how_i_use_art_to_tackle_plastic_pollution_in_our_oceans,0.045172719
erika_hamden_what_it_takes_to_launch_a_telescope,0.044297832
melanie_nezer_the_fundamental_right_to_seek_asylum,0.043956044
karen_j_meech_the_story_of_oumuamua_the_first_visitor_from_another_star_system,0.043788187
nabiha_saklayen_could_you_recover_from_illness_using_your_own_stem_cells,0.043727599
margaret_gould_stewart_how_giant_websites_design_for_you_and_a_billion_others_too,0.04372093
rebecca_firth_can_we_call_it_a_world_map_if_it_s_missing_a_billion_people,0.043564356
jen_gunter_what_s_a_food_allergy_and_what_s_not,0.043137255
martin_danoesastro_what_are_you_willing_to_give_up_to_change_the_way_we_work,0.042786615
elizabeth_loftus_how_reliable_is_your_memory,0.042464613
christina_costa_how_gratitude_rewires_your_brain,0.040955631
casey_brown_know_your_worth_and_then_ask_for_it,0.040912667
isadora_kosofsky_intimate_photos_of_a_senior_love_triangle,0.040114613
dan_clay_why_you_should_bring_your_whole_self_to_work,0.039215686
anil_ananthaswamy_where_does_your_sense_of_self_come_from_a_scientific_look,0.038888889
melati_wijsen_a_roadmap_for_young_changemakers,0.037600716
ofer_levy_the_new_science_of_personalized_vaccines,0.036806342
andrew_lovering_how_high_altitude_affects_your_body,0.036199095
meghan_hussey_4_ways_to_design_a_disability_friendly_future,0.034090909
ioannis_papachimonas_how_computers_translate_human_language,0.033282905
samantha_agoos_5_tips_to_improve_your_critical_thinking,0.032967033
kristin_jones_why_children_stay_silent_following_sexual_violence,0.032529445
anicka_yi_intelligent_floating_machines_inspired_by_nature,0.032154341
julian_burschka_could_a_breathalyzer_detect_cancer,0.031613977
lara_durgavich_an_evolutionary_perspective_on_human_health_and_disease,0.031339031
billy_collins_two_poems_about_what_dogs_think_probably,0.030737705
anna_malaika_tubbs_how_moms_shape_the_world,0.027118644
jennifer_doudna_crispr_s_next_advance_is_bigger_than_you_think,0.026919242
kostas_karpouzis_can_machines_read_your_emotions,0.018675722
